city,toss_winner,team1,team2,toss_decision,match_winner,win_by_runs,win_by_wickets
Hyderabad,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,0.0,8.0
Mumbai,Delhi Capitals,Pune Warriors,Delhi Capitals,field,Delhi Capitals,0.0,3.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,field,Kolkata Knight Riders,0.0,8.0
Kochi,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Chennai Super Kings,field,Kochi Tuskers Kerala,0.0,7.0
Delhi,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,16.0,0.0
Mumbai,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,0.0,7.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,6.0,0.0
Chandigarh,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,48.0,0.0
Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,8.0,0.0
Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,9.0
Delhi,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,29.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,37.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Kochi Tuskers Kerala,field,Rajasthan Royals,0.0,8.0
Chennai,Pune Warriors,Chennai Super Kings,Pune Warriors,field,Chennai Super Kings,25.0,0.0
Delhi,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,3.0
Mumbai,Pune Warriors,Pune Warriors,Chennai Super Kings,bat,Chennai Super Kings,0.0,8.0
Kochi,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Sunrisers Hyderabad,field,Sunrisers Hyderabad,55.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,17.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,field,Rajasthan Royals,0.0,7.0
Bangalore,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Royal Challengers Bangalore,26.0,0.0
Kochi,Delhi Capitals,Kochi Tuskers Kerala,Delhi Capitals,bat,Delhi Capitals,38.0,0.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,0.0,8.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Pune Warriors,field,Rajasthan Royals,0.0,6.0
Chennai,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,19.0,0.0
Mumbai,Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,23.0,0.0
Delhi,Kochi Tuskers Kerala,Delhi Capitals,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0.0,7.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,20.0,0.0
Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0.0,8.0
Mumbai,Pune Warriors,Pune Warriors,Mumbai Indians,field,Mumbai Indians,21.0,0.0
Kochi,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Kochi Tuskers Kerala,17.0,0.0
Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,0.0,4.0
Bangalore,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,85.0,0.0
Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,10.0,0.0
Mumbai,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,32.0,0.0
Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,0.0,9.0
Chandigarh,Punjab Kings,Punjab Kings,Pune Warriors,bat,Pune Warriors,0.0,5.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,63.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Pune Warriors,bat,Pune Warriors,0.0,6.0
Chandigarh,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,76.0,0.0
Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,9.0
Chennai,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,18.0,0.0
Indore,Punjab Kings,Kochi Tuskers Kerala,Punjab Kings,field,Punjab Kings,0.0,6.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,field,Royal Challengers Bangalore,0.0,4.0
Mumbai,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,10.0,0.0
Dharamsala,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,29.0,0.0
Indore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Rajasthan Royals,field,Kochi Tuskers Kerala,0.0,8.0
Mumbai,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,6.0
Dharamsala,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,bat,Punjab Kings,111.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Kochi Tuskers Kerala,bat,Chennai Super Kings,11.0,0.0
Mumbai,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,7.0
Mumbai,Mumbai Indians,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,0.0,10.0
Dharamsala,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,82.0,0.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,0.0,8.0
Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,0.0,5.0
Mumbai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,0.0,6.0
Mumbai,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,0.0,4.0
Chennai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Royal Challengers Bangalore,43.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,58.0,0.0
Chennai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,0.0,8.0
Kolkata,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,0.0,8.0
Mumbai,Mumbai Indians,Mumbai Indians,Pune Warriors,field,Pune Warriors,28.0,0.0
Jaipur,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,31.0,0.0
Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,20.0,0.0
Visakhapatnam,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,74.0,0.0
Jaipur,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,22.0,0.0
Pune,Pune Warriors,Pune Warriors,Punjab Kings,bat,Pune Warriors,22.0,0.0
Visakhapatnam,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,0.0,5.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,42.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Chennai Super Kings,field,Delhi Capitals,0.0,8.0
Mumbai,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,27.0,0.0
Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,0.0,5.0
Chandigarh,Punjab Kings,Punjab Kings,Pune Warriors,field,Punjab Kings,0.0,7.0
Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,0.0,5.0
Delhi,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,0.0,5.0
Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,Pune Warriors,0.0,7.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,2.0,0.0
Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,59.0,0.0
Mumbai,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,0.0,7.0
Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,0.0,5.0
Bangalore,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,Royal Challengers Bangalore,0.0,6.0
Chandigarh,Punjab Kings,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,8.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,0.0,9.0
Chennai,Pune Warriors,Chennai Super Kings,Pune Warriors,field,Chennai Super Kings,13.0,0.0
Chandigarh,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,5.0
Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0.0,7.0
Delhi,Delhi Capitals,Delhi Capitals,Pune Warriors,field,Pune Warriors,20.0,0.0
Mumbai,Mumbai Indians,Mumbai Indians,Punjab Kings,bat,Punjab Kings,0.0,6.0
Cuttack,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,5.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,46.0,0.0
Pune,Pune Warriors,Pune Warriors,Delhi Capitals,bat,Delhi Capitals,0.0,8.0
Chandigarh,Punjab Kings,Punjab Kings,Mumbai Indians,bat,Mumbai Indians,0.0,4.0
Pune,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,18.0,0.0
Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,37.0,0.0
Chennai,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,7.0,0.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,47.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,1.0,0.0
Mumbai,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,0.0,5.0
Chennai,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,5.0
Cuttack,Sunrisers Hyderabad,Sunrisers Hyderabad,Pune Warriors,bat,Sunrisers Hyderabad,13.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,0.0,6.0
Bangalore,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Punjab Kings,0.0,4.0
Pune,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,1.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,10.0,0.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Pune Warriors,bat,Kolkata Knight Riders,7.0,0.0
Chandigarh,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,43.0,0.0
Mumbai,Mumbai Indians,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,0.0,2.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,0.0,5.0
Delhi,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,6.0
Pune,Pune Warriors,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals,0.0,7.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,25.0,0.0
Mumbai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,9.0
Jaipur,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,0.0,4.0
Pune,Pune Warriors,Pune Warriors,Royal Challengers Bangalore,field,Royal Challengers Bangalore,35.0,0.0
Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,27.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,0.0,9.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,45.0,0.0
Chandigarh,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,0.0,4.0
Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,0.0,5.0
Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,0.0,5.0
Delhi,Punjab Kings,Delhi Capitals,Punjab Kings,bat,Delhi Capitals,0.0,5.0
Mumbai,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,32.0,0.0
Dharamsala,Punjab Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,0.0,6.0
Delhi,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,21.0,0.0
Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,0.0,5.0
Dharamsala,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,0.0,6.0
Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,34.0,0.0
Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,9.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,0.0,10.0
Pune,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,18.0,0.0
Bangalore,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Chennai Super Kings,38.0,0.0
Chennai,Delhi Capitals,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,86.0,0.0
Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,0.0,5.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,0.0,6.0
Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Royal Challengers Bangalore,2.0,0.0
Hyderabad,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Sunrisers Hyderabad,22.0,0.0
Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,5.0,0.0
Chennai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,9.0,0.0
Pune,Pune Warriors,Pune Warriors,Punjab Kings,bat,Punjab Kings,0.0,8.0
Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0.0,0.0
Jaipur,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,19.0,0.0
Mumbai,Mumbai Indians,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,44.0,0.0
Chandigarh,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,0.0,10.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,field,Royal Challengers Bangalore,0.0,8.0
Pune,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Pune Warriors,0.0,7.0
Delhi,Delhi Capitals,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0.0,3.0
Mumbai,Mumbai Indians,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,41.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,0.0,4.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,48.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,0.0,6.0
Chennai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Pune Warriors,24.0,0.0
Chandigarh,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,4.0,0.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,field,Delhi Capitals,0.0,0.0
Pune,Pune Warriors,Pune Warriors,Sunrisers Hyderabad,field,Sunrisers Hyderabad,11.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,87.0,0.0
Delhi,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,86.0,0.0
Hyderabad,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,0.0,5.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,0.0,4.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,0.0,7.0
Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,0.0,9.0
Chandigarh,Punjab Kings,Punjab Kings,Pune Warriors,field,Punjab Kings,0.0,7.0
Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0.0,5.0
Bangalore,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Royal Challengers Bangalore,130.0,0.0
Dharamsala,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,7.0,0.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,0.0,5.0
Chennai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,0.0,5.0
Kolkata,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,0.0,6.0
Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,0.0,8.0
Mumbai,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,bat,Mumbai Indians,58.0,0.0
Chennai,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,14.0,0.0
Raipur,Pune Warriors,Delhi Capitals,Pune Warriors,field,Delhi Capitals,15.0,0.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,0.0,4.0
Mumbai,Mumbai Indians,Mumbai Indians,Punjab Kings,bat,Mumbai Indians,4.0,0.0
Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,Chennai Super Kings,37.0,0.0
Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,0.0,7.0
Raipur,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,0.0,7.0
Chennai,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,15.0,0.0
Pune,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,17.0,0.0
Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,0.0,8.0
Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,0.0,6.0
Bangalore,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Punjab Kings,0.0,7.0
Mumbai,Mumbai Indians,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,60.0,0.0
Jaipur,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,0.0,5.0
Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,0.0,7.0
Jaipur,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Rajasthan Royals,0.0,9.0
Mumbai,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,65.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,77.0,0.0
Chandigarh,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,0.0,8.0
Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,46.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,4.0,0.0
Pune,Pune Warriors,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,0.0,5.0
Chandigarh,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,30.0,0.0
Ranchi,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,0.0,5.0
Jaipur,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,0.0,5.0
Delhi,Punjab Kings,Delhi Capitals,Punjab Kings,field,Punjab Kings,0.0,5.0
Mumbai,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0.0,7.0
Ranchi,Kolkata Knight Riders,Kolkata Knight Riders,Pune Warriors,field,Pune Warriors,7.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,33.0,0.0
Mumbai,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,14.0,0.0
Chandigarh,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,field,Punjab Kings,0.0,6.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,23.0,0.0
Dharamsala,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,50.0,0.0
Pune,Pune Warriors,Pune Warriors,Delhi Capitals,bat,Pune Warriors,38.0,0.0
Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,24.0,0.0
Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Sunrisers Hyderabad,0.0,5.0
Delhi,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,48.0,0.0
Delhi,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,0.0,4.0
Kolkata,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,0.0,4.0
Kolkata,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,23.0,0.0
Abu Dhabi,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,41.0,0.0
Unknown,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,8.0
Abu Dhabi,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,0.0,6.0
Abu Dhabi,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,0.0,4.0
Unknown,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,field,Royal Challengers Bangalore,0.0,7.0
Unknown,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,0.0,4.0
Unknown,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,0.0,7.0
Abu Dhabi,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,93.0,0.0
Unknown,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Punjab Kings,72.0,0.0
Unknown,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,7.0,0.0
Unknown,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,2.0,0.0
Unknown,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,4.0,0.0
Unknown,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,0.0,7.0
Abu Dhabi,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,0.0,6.0
Abu Dhabi,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,23.0,0.0
Unknown,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,0.0,6.0
Unknown,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,0.0,5.0
Unknown,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,field,Punjab Kings,0.0,5.0
Abu Dhabi,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,0.0,0.0
Unknown,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,15.0,0.0
Ranchi,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,34.0,0.0
Mumbai,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Mumbai Indians,0.0,5.0
Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,0.0,7.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,0.0,4.0
Ahmedabad,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,10.0,0.0
Delhi,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,0.0,8.0
Mumbai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,19.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,8.0
Cuttack,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,44.0,0.0
Ahmedabad,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,32.0,0.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Punjab Kings,field,Punjab Kings,32.0,0.0
Delhi,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,8.0
Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,0.0,4.0
Cuttack,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,9.0
